Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
104230694248888,Keep George Angeliadis,"George G. Angeliadis for Circuit Judge, Nonpartisan, 5th Circuit, Seat 22",≤100,1
918637365136846,Maxwell For TN Governor 2022,Stephen Cortney Maxwell,≤100,1
103107521146775,Danielle Bethell,Friends of Danielle Bethell,≤100,2
101913871155146,Elena Oelke For Congress,ELENA OELKE FOR CONGRESS,≤100,1
101481144681537,inherit_my_breaking_wind,These ads ran without a disclaimer,≤100,2
434070894108278,"Rick Campbell, Stark County Recorder",Stark County Recorder,≤100,2
62356784687,Ecology Action Center,Ecology Action Center,≤100,1
104664314346156,Salem For Congress,SALEM FOR CONGRESS,≤100,2
121789702547641,Tracie For PA,Tracie For PA,≤100,1
572510742777223,Religious Freedom Coalition,RELIGIOUS FREEDOM COALITION,≤100,1
148190158559115,Wildlife Forever,Wildlife Forever,≤100,2
277443916145253,Stop Sign Ticket Defense,Gregory Monte,≤100,1
110984637069365,Elliot Axelman for State Representative,Elliot Samuel Axelman,≤100,1
340843535972170,Austin Women's Health Center,Danielle Iemola Devereux,≤100,1
159422384079137,UCSB Interdisciplinary Humanities Center,"Interdisciplinary Humanities Center, UC Santa Barbara",≤100,1
509894546040224,Matt Johnston for Brighton,Matt Johnston For Brighton,≤100,1
204623453392865,Angelica Dueñas,ANGELICA DUENAS FOR CONGRESS 2020,≤100,2
106552077452821,Vote for Holcomb,Eric Hayden Holcomb,≤100,1
429632077078674,Schlichter Bogard & Denton,Abigail J Smith,≤100,1
101073631385202,Jecorey Arthur for Metro Council District 4,Jecorey Arthur,≤100,1
1550688498409259,Alliance for Climate Resistant CA,Alliance for Climate Resistant California,≤100,1
93733621984,Boston Public Market,Katja Dagmar Lange,≤100,2
51274163696,ACLU of Washington,American Civil Liberties Union of Washington,≤100,2
220330121438594,City of Edinburg-Government,City of Edinburg Government,≤100,5
101695724646425,Southern Momentum,Southern Momentum,≤100,1
115724785181841,Save the Soldiers Home,Milwaukee Preservation Alliance Inc,≤100,1
138421929515650,Delaware Republican Party,REPUBLICAN STATE COMMITTEE OF DELAWARE,≤100,1
2318731681689030,Southeast Utility Watch,Energy Media,≤100,4
416769629074105,Colorado Climate and Clean Energy Network,Energy Media,≤100,1
225049687661781,Environmental Integrity Project,ENVIRONMENTAL INTEGRITY PROJECT,≤100,1
231056563609284,Fresno Metropolitan Flood Control District,Fresno Metropolitan Flood Control District,≤100,3
2452905398272083,Froy Jimenez for Illinois Senate - 1st District,Froy Jimenez for Senate,≤100,2
103292801078614,Given No Choice: A History of Abortion Rights,Cody Patrick Mcdevitt,≤100,1
114887819963961,Monteia Mundy for State Representative,Monteia Dennine Mundy,≤100,2
288942607942799,Save San Diego Neighborhoods,"Save San Diego Neighborhoods, Inc.",≤100,1
621668134518008,Global March for Elephants and Rhinos,Global March for Eles & Rhinos,≤100,3
1483977658578577,Jasmine Beach-Ferrara,Adam Polaski,≤100,1
534488750036661,"Ohio Value Voters, Inc.","Ohio Value Voters, Inc.",≤100,1
250063918360320,Economic Club of Minnesota,Economic Club of Minnesota,≤100,2
511298862312608,Rep. Stewart Jones,Stewart Jones for SC House,≤100,1
890554437636401,Dalia Racine for Douglas County District Attorney,Committee to Elect E. Dalia Racine,≤100,1
151117348801747,Jeff Bond,These ads ran without a disclaimer,≤100,1
196816774298638,Heart Head Hands: Everyday Living for Justice,Amanda Beth Godbee,≤100,2
110584643688268,Chander 2020,Balchander Jayaraman,≤100,1
236369846383459,Congressional Black Caucus PAC,Congressional Black Caucus PAC,≤100,3
1537089263222882,Fiscally Responsible Democrats,Harbinder Sikka,≤100,1
474747745952487,Bdeshfoundation,"B Desh Foundation, Inc.",≤100,1
1624795677773322,"Matt Mills, Hood County Attorney",Matthew Alexander Mills,≤100,3
108775247131558,Rebecca "Becky" King Spindle For NM State Representative,Committee To Elect Rebecca "Becky" King Spindle,≤100,1
815670568778142,"Yes on Y, Yes on Open Space","Yes on Open Space, a Coalition of Danville Environmental and Community Leaders; Committee major funding from Davidon Homes",≤100,2
279031445571524,Roads of Success,Victor Naguib Isaac,≤100,1
898624880307051,Lou Lyras For U.S. Congress - Ohio District 13,Louis Lyras,≤100,1
590660300952992,CN4 Partners,CN4 Partners,≤100,2
1435305873421743,Old North State Patriots,Conservative Writers,≤100,2
100233358090341,Caylin Spencer for Harrison County Coroner,Caylin Sue Spencer,≤100,2
529660253742398,Hawaiian Electric,"HAWAIIAN ELECTRIC COMPANY, INC.",≤100,4
278576676183568,Lamont J. Robinson,LAMONT J. ROBINSON,≤100,1
548630255630434,Stevens Orozco for TX-18,OROZCO2020 COMMITTEE FOR,≤100,2
638054366665974,Lott Rolfe for Circuit Judge,Committee to Elect Lott Rolfe,≤100,4
1766994643530507,"Nate Kilton, Plant City Commissioner","Nate Kilton, Plant City Commissioner",≤100,3
104133121093948,Delaware County Conservatives,Delaware County Conservatives,≤100,1
101069388019482,Elect Gerri Seay to City of Tallahassee  Commission Seat 2,Geraldine Hord Seay,≤100,2
136835449678790,Mike Kehoe,Citizens To Elect Mike Kehoe,≤100,2
97640945029,"City of Elgin-Government, City Services and Community News",Alexander J Quigley,≤100,2
108894113892978,Bausman for Sheriff Grundy County Iowa,Douglas Alan Bausman,≤100,2
2020645764861855,The Standard,David Todd Mccarty,≤100,1
732893460239314,QuickTake by Bloomberg,QuickTake by Bloomberg,≤100,1
26060837166,Point Loma Nazarene University,Point Loma Nazarene University,≤100,1
107283397280171,Herndon for Sheriff,James Joseph Herndon,≤100,2
81639247722,Nebraska Children's Home Society,Robert L Richardson,≤100,3
330617944306531,Jerica Richardson,Jerica Marie Richardson,≤100,3
297281494147774,Good Morning Liberty Podcast,Good Morning Liberty,≤100,3
319875418073651,By Da'Mon Cortez,Damon  Cortez,≤100,1
280117065340803,Bill Posey for Congress,FRIENDS OF BILL POSEY,≤100,1
636440989754325,Netamaker,Careventuresindia Inc,≤100,2
1711605449154098,Rosedale Oral History Project,Cody Patrick Mcdevitt,≤100,3
107488974083876,The Case for Democratic Socialism,Peter Shaw,≤100,1
112082640262665,Gladden for Congress,NICHOLAS GLADDEN FOR CONGRESS,≤100,1
371061443691769,From the Flag to the Cross,Nikolas Jb Grosfield,≤100,1
63033351608,Labtekwon,Ankh Ba Records and Nilewater Multimedia,≤100,3
2189265054726827,Liberty Tee Shop,www.libertyteeshop.com,≤100,1
1590133714398069,Pierre Wilson,Pierre Nicholas Wilson,≤100,1
501367356591374,Tamara For Georgia,COMMITTEE TO ELECT TAMARA JOHNSON SHEALEY / TAMARA FOR GEORGIA,≤100,1
104093173270471,Quin Rivers Community Action Agency,Quin Rivers,≤100,7
714938221889959,Gurvey's Law,"Rowen, Gurvey & Win",≤100,1
225449500250,Constellation Political Consulting,Constellation Political,≤100,2
157522514269835,Stand for Children - Indiana,STAND FOR CHILDREN INC,≤100,3
85075819274,Big Brothers Big Sisters of St. Johns County,Big Brothers Big Sisters of St. Johns County,≤100,4
102257621221526,Darrell Hull for Parker County Sheriff,Darrell Wade Jr Hull,≤100,1
153570224679284,City of New London,New London Economic Development,≤100,3
123087310074,Washington Policy Center,WASHINGTON POLICY CENTER,≤100,1
44948378512,Destiny Image Publishers,"DESTINY IMAGE, INC.",≤100,8
402233529856192,Ashtabula County Republican Party,Ashtabula County Republican Party,≤100,2
1713188998996298,Women's March San Luis Obispo,Andrea Chmelik,≤100,1
334654434156235,Jeff LaRe Ohio State Representative,LaRe for Ohio,≤100,1
231518367314146,Kim Olson for Congress,KIMFORCONGRESS,≤100,1
207819882700955,Dolese Bros. Co.,Dolese Bros. Co.,≤100,1
102343461238043,Keep Angela Albers DA,Angela Lea Albers,≤100,2
206629526173676,State Representative David Leland,Friends of David Leland,≤100,1
1004390993083299,Jody LaMacchia for State Rep - 46th MI House District,Friends of Jody LaMacchia,≤100,2
2381872358704433,George Chen for Torrance City Council District 2,George Kown How Chen,≤100,1
1490352314409117,It's Pittsfield Tonight,Michael L Daly,≤100,1
586402784803665,OLÉ NewMexico,"OLE EDUCATION FUND, THE",≤100,15
570076036507825,Peripheral Vision,Peripheral Vision,≤100,4
395481003840557,Councilman Michael Yun,Michael Y Yun,≤100,2
1204508476329207,Brandy K Chambers for Texas House Representative District 112,Brandy Chambers,≤100,1
172957447209,Summit County Democratic Party,Summit County Democratic Party,≤100,1
540467496124903,SOAR Hydropower,"CANYON INDUSTRIES, INC.",≤100,1
112159043537973,"Vote Chad Kilgore - RNC Delegate, Place 24",Terry Kilgore,≤100,2
980977318588510,ECA So Cal,Matthew James,≤100,3
519514011556180,Dustin Marshall for DISD,Dustin Marshall for Dallas ISD,≤100,1
336953649823284,Senator Ling Ling Chang,Ling Ling Chang,≤100,1
63913975788,PA Budget and Policy Center,KEYSTONE RESEARCH CENTER INC,≤100,1
502969216761221,Common Sense Civics and Citizenship,Candace Donnelly,≤100,2
655374504522811,"Pamela Price, Alameda County Activist",Pamela Price Activist,≤100,1
286773611800113,Aaron Coleman for Kansas,Aaron B Coleman,≤100,2
1245268898943086,Mortgages by Shawn Martin - Peoples Home Equity - NMLS# 1600188,Ronnie Shawn Martin,≤100,1
105431797607789,Doug Gruenke for State's Attorney,Committee to Elect Doug Gruenke SA,≤100,1
116053049769555,Mike Nicley - Your Washington Township Treasurer,Committee to Elect Mike Nicley,≤100,1
1078747235659198,Congresswoman Mikie Sherrill,The Office of Congresswoman Mikie Sherrill,≤100,1
261368940668905,Lake Pepin Legacy Alliance,LAKE PEPIN LEGACY ALLIANCE,≤100,1
101548707980109,Michelle Ialeggio for San Diego Superior Court Judge - Seat #36,Michelle Ialeggio for Judge 2020,≤100,2
586147734741827,Post Hill Press,Post Hill Press,≤100,1
298964866859647,Flows To Bay,Flows To Bay,≤100,6
589770741133479,Institute for Critical Social Inquiry - ICSI,Charles A Mcdonald,≤100,1
348856535576675,Legends of the Desert,William Michael Farmer,≤100,2
136071769413,Catholic Pro-Life Community,Katherine Lemee Christy,≤100,2
163247278842,Foothill Conservancy,FOOTHILL CONSERVANCY,≤100,1
110801930291321,Eisenberg and Baum,"Eisenberg & Baum, LLP",≤100,1
108507380658376,Walter Sobchak,These ads ran without a disclaimer,≤100,1
1543830612580575,Beesponsible,Beesponsible,≤100,1
210252839855744,Fight4Dads,Tarek Ibrahim Maalouf,≤100,1
485754644838324,Lane County Tribune,Lane County Tribune,≤100,2
82030567797,Sonoma County GO LOCAL,Sonoma County GO LOCAL,≤100,1
623957251115616,Orange County Commissioner Emily Bonilla,"Orange County, Board of County Commissioners, District 5",≤100,3
278799112231915,Sue-Ham,Sulondia Renice Hammond,≤100,2
237560266430722,Ryan Weld - WV State Legislature,Ryan W Weld,≤100,1
804690213231735,Albert Lee 2020,Gregory Steven Crouch,≤100,3
1670236583219147,Jim Bowlin Mayor of Wildwood,Bowlin for Wildwood Committee,≤100,1
1444558675791434,I Love My Job,BadBananas,≤100,1
112252320119719,"Aycha Sawa, CPA for Comptroller",Katherine Sue Ramirez,≤100,3
113279391737,Peachtree Corners,Mighty Rockets LLC,≤100,1
352106291520917,Southeast Immigrant Rights Network,Evelyn Ambrosio Servin,≤100,1
1320005784826065,Dora Villarreal for State's Attorney,Friends of Dora Villarreal,≤100,1
106038137419473,smnpce INC,Catherine H Mcneil,≤100,2
159899887432589,SideWalk,SideWalk,≤100,1
117479719641763,Catalyst Spark,Catalys Spark Co.,≤100,1
117066513072637,Reform Party of Kentucky,Derek Leonard Petteys,≤100,1
334948653188197,Mazzoni Karam Petorak & Valvano,Mazzoni Karam Petorak & Valvano,≤100,1
107048879341165,Greater Little Mountain Coalition,Theodore Roosevelt Conservation Partnership,≤100,4
299816736768175,Waukesha County Democratic Party,Waukesha County Democratic Party,≤100,3
274975862998213,Profs and Pints,Profs and Pints,≤100,2
110995393709616,Missoula Prescription Drug Task Force,LEAH ANITRA FITCH-BRODY,≤100,1
2026300560770445,State Representative Mary Edly-Allen,State Rep. Mary Edly-Allen,≤100,2
113139700106608,Should be in Canada 2,Sandra Tabacinic,≤100,1
2407147439348514,Ameristrong,Ameristrong,≤100,2
178884762266415,Safe Arizona Firearms Education,Gerard Violette,≤100,1
284357831978321,Clint Imboden Assemblage,These ads ran without a disclaimer,≤100,1
1914561178824972,Trumped,Christopher  Cooper,≤100,3
1540549669581410,Voices for Affordable Health,Voices for Affordable Health,≤100,2
674920702924655,John Collick For Congress,COMMITTEE TO ELECT JOHN COLLICK,≤100,2
96020317460,Nellis Air Force Base Desert Lightning News,"Aerotech News and Review, Inc.",≤100,1
102591491213285,Fred DeCaro III - Registrar of Voters,Fred Augustine Decaro,≤100,1
1485414481769787,Survive and Thrive Advocacy Center,"Survive and Thrive Advocacy Center, Inc.",≤100,1
362556243875747,Dan Schwartz,FRIENDS OF DAN SCHWARTZ,≤100,1
193959547316504,Friendship Shelter,Friendship Shelter,≤100,1
199742723904232,Ricky Barajas,Ricardo Barajas,≤100,1
2195247860693983,Luis Rodríguez,Luis A Rodriguez Diaz,≤100,1
303349423424664,The King's Necktie,The King's Necktie,≤100,1
139116726802413,Carol Abney for TN 38,Carol Abney for TN 38,≤100,1
100494584663033,Diana Burdette for State Representative,People's Unity Committee,≤100,1
349443178461066,Visiting Nurse Association of Northern New Jersey,Robert A Nathans,≤100,1
132324564090883,Caldwell For America,Committee To Elect Kevin Caldwell,≤100,1
106766294057300,Ebony Gulley for District Court Judge,Committee to Elect Ebony Gulley District Judge,≤100,1
240867803449655,The Healthy Vegan,Sai Shivaji Dhiraj Suri,≤100,2
2284466715130264,Our Mississippi Our Future,Nature Conservancy,≤100,2
926608980790166,Chesterfield Township Democrats,Chesterfield Township Democrats,≤100,1
788035431378217,Virginia Militia,Virginia Militia,≤100,2
164869533538563,"Kalinoski Law Offices, P.C.","Kalinoski Law Offices, P.C.",≤100,1
168187969890376,"L. David Patterson, City Treasurer",David Patterson for Hawthorne City Council,≤100,1
134256654140,Bob Davis,The Bob Davis Podcasts,≤100,2
106714686034838,LiberalViewer,Allen Asch,≤100,1
301228420816284,Teresa Leger Fernandez,TERESA FOR ALL,≤100,7
100845897988283,Kristin Hanggi,Kristin Hanggi,≤100,1
621461801242768,Dan Sullivan,Dan Sullivan AR Senate Campaign,≤100,2
807413476285845,Prism,Prism,≤100,2
2488400127871522,Depper for Juvenile Judge,Robert Lamar Depper,≤100,1
1986522618230412,Pat Gallagher,Pat Gallagher for Judge,≤100,3
617323772010662,Tre Productions,Floyd Allen Holland,≤100,1
2338702743040871,Exodus Stories,Howard Mark Mauskopf,≤100,1
1182310845130303,Sangamon County Clerk Don Gray,Don J Gray  Jr,≤100,2
115155551828475,The Colorado Health Foundation,The Colorado Health Foundation,≤100,3
100282371449976,Democracy 2020,Richard Taveras,≤100,3
1580844735465499,Mighty Oaks Warrior Programs,Mighty Oaks Foundation,≤100,1
590772954430493,Guam Citizens for Public Accountability,Guam Citizens for Public Accountability,≤100,4
2167334540171129,State Representative Joyce Mason,Joyce Mason,≤100,1
180206022023702,Quiet Corner Democrats,Quiet Corner Democrats,≤100,1
881875042156266,Liz Johnson for Congress,"COMMITTEE TO ELECT LIZ JOHNSON, LLC",≤100,4
207043632672710,Free To Run Foundation,Free To Run Foundation,≤100,1
118311936544,ACLU of Missouri,Nicole Kling Rainey,≤100,1
106905530784540,"Meme, Myself, and I",David A Fisher,≤100,1
132055697479113,Richard Bonton for State Representative 142,Richard Bonton Campaign,≤100,1
2232495463702245,Factual NOT Political,Michael Patrick Wanek,≤100,3
92987914008,Potomac Riverkeeper Network,Emily Beth Silence,≤100,1
86711894400,National Write Your Congressman,National Write Your Congressman,≤100,1
16871848717,Stop It Now!,STOP IT NOW!,≤100,1
107804163986675,Hamilton County United,Kendra Leanne Young,≤100,1
1221555014581573,Christopher Robert,Christopher Robert Noland,≤100,1
110482922426871,Monica Ross Williams - Ypsilanti Township Trustee,CTE Monica Ross-Williams YTown Treasurer 2020,≤100,1
1527778354106703,Butler County GOP,Butler County Republican Party,≤100,1
2310236529057627,Ryan C. Gentry for District Judge,Ryan Christopher Gentry,≤100,1
543862072448211,Montclair Proud,Proud Digital Media,≤100,1
2237578659611525,Heaton for Senate 2020,Heaton for Senate 2020,≤100,2
804568342964376,2nd Amendment Rights,One Nation Design,≤100,5
115018467956,Wayne County Farm Bureau,Wayne County Farm Bureau,≤100,1
276685556529008,Re-Elect District Attorney Mike Bagley,Michael Joe Bagley,≤100,2
150766405513450,Yt Bell,YT for Senate,≤100,1
1405124726414531,Jimmy Flannigan,Jimmy Flannigan for Austin City Council,≤100,1
105788460873,Southwest Florida Water Management District,Southwest Florida Water Management District,≤100,2
56129410661,Justice Policy Institute,SARAH RACHEL ROSE-STERN,≤100,1
118292892896266,Shadle 4 President,SHADLE 4 PRESIDENT,≤100,1
280585755419830,Reeve Jackson for 114th District Court Judge,Reeve Jackson for Judge,≤100,1
1953106591405693,Cody Reedy for Beckley City Council at Large,Cody Reedy,≤100,1
55387529051,Food Share of Ventura County,"FOOD Share, Inc.",≤100,1
100914171375352,Elect Jerry Airola for Comal County Constable Precinct 4,Jerry Marvin Airola,≤100,1
107934780639445,Chip Coldiron For Congress,Coldiron 4 Congress,≤100,1
1918482594865614,Torrance Proud,Proud Digital Media,≤100,1
384006901653736,The Moore Charitable Foundation,Benjamin Martin Fischbein,≤100,1
43222711183,National Whistleblower Center,NATIONAL WHISTLEBLOWER CENTER,≤100,2
1931889363492170,To Move Mountains Projects,These ads ran without a disclaimer,≤100,1
785936231584382,Paula Jean Swearengin,William Cain,≤100,1
221543834978677,Randy Barron for Potosi R-III School Board,Randy Virgil Barron,≤100,1
111040616957411,Ricky Dale Harrington Jr for US Senate,Ricky Dale Harrington,≤100,1
139750829487836,Иисус без границ,JESUS UNLTD,≤100,3
118135738222686,Hastings Community TV,Kurtis Todd Radtke,≤100,1
124562657555174,RENEW Wisconsin,RENEW WISCONSIN INC,≤100,2
869834083131145,Conservative Writers,Conservative Writers,≤100,3
146272442250490,CASA of Galveston County,Court Appointed Special Advocates (CASA) of Galveston County,≤100,1
151721606865,Intrepid Fallen Heroes Fund,Intrepid Fallen Heroes Fund,≤100,1
386261118675967,Elect Jacqueline Parker,Barbara Rowley Parker,≤100,2
124768418925902,Abbi Sorrells for McLean County Coroner,Citizens for Sorrells,≤100,1
1544102069223646,Craig Wooten for SC Senate,Wooten for SC Senate,≤100,1
105866714140229,Hoang Murphy for the Eastside,Friends for Hoang Murphy,≤100,1
1282203485282121,Patriot Strong,Patriot Strong,≤100,2
134758180394,EcoAction Arlington,EcoAction Arlington,≤100,1
1614345772179172,Greg Gianforte,Greg for Montana,≤100,1
2295189697228198,Jim Johnson for Judge Campaign,James Sidney Johnson,≤100,2
101219517995099,Scott Graham for Coroner,Scott Graham for Adams County Coroner,≤100,1
101423907875536,Umbrella PAC,UMBRELLA PAC,≤100,1
433865833385229,Hunting Land Rentals by Owner,HLRBO,≤100,2
815749875281065,Hubert Murray for Macon County Board,Friends of Hubert,≤100,2
502849966435509,Elect Lauren Brougham Glennon for Judge,The Committee to Elect Lauren Brougham Glennon for Judge,≤100,1
131939970154577,Cafe con Leche con AARP,AARP,≤100,1
117046548337381,WILDCOAST,WILDCOAST,≤100,1
1627830330765066,"Gireud Hobbs, PLLC",Gireud Hobbs PLLC,≤100,1
101226048001763,Chad Klitzman for Broward County Supervisor of Elections,"Chad Klitzman, Democrat for Broward County Supervisor of Elections",≤100,1
114090803375811,Paul Akinjo for CA Assembly Dist 12,Paul Olusiji Akinjo,≤100,1
2167076083353244,"Alex Kithes, Woonsocket City Councilor",Friends of Alex Kithes,≤100,1
200640138679,AARP Florida,AARP,≤100,1
692034287666188,District 9 Birmingham,Adrian Deon Marcus,≤100,3
143542762946146,Marcus Murphy,Marcus Murphy,≤100,3
105505194202387,Esther Agbaje for State Representative,Esther Agbaje for State Representative,≤100,3
1190279161005694,Care For Friends,CARE FOR FRIENDS,≤100,1
110519695636906,Meyerland Area Democrats Club,Meyerland Area Democrats Club,≤100,2
118962804782,Aerotech News and Review,"Aerotech News and Review, Inc.",≤100,1
84795578045,Avivo,AVIVO,≤100,2
7369627665,Kansans for Life,Kansans for Life,≤100,1
2196052307388058,St. Landry Economic Development,St. Landry Economic Development,≤100,1
75762439717,Nglccny - National LGBT Chamber of Commerce New York,Jonathan David Lovitz,≤100,1
85054374416,Nebraska Appleseed,NEBRASKA APPLESEED CENTER FOR LAW IN THE PUBLIC INTEREST,≤100,1
104444294308937,Lame Duck Designs,Lame Duck Designs,≤100,2
104649054361975,Justin Potter for State Senate,Citizens for Queens,≤100,1
245236922206217,"Christopher Bates, Jefferson County Constable Pct. 2",Christopher Lynn Bates,≤100,1
342636902478734,Madison County Democratic Committee,Laury Reynolds Levally Jr,≤100,2
170958466282043,League of Women Voters of Greater Dayton Area,Peggy Ann Berry,≤100,1
2308987086026249,Joey Saladino,SALADINO FOR CONGRESS,≤100,1
103344161012445,CJSANCHEZ4sandovaltreasurer,Carlos  Sanchez,≤100,1
402271683946645,Trey Taylor for District Attorney,Trey Taylor for District Attorney,≤100,1
384360548798541,Dale Carter,Friends of Dale Carter,≤100,1
2334360790142367,Ed Crocker Reports,Ed Crocker,≤100,1
734346046600730,Richmond County Coroner's Office,Richmond County Coroner's Office,≤100,1
275829033196378,Jason Kishineff,ELECT JASON KISHINEFF,≤100,3
108722487241750,Bernie Against the Machine,Angelique Dalemarie Orman,≤100,1
1849556888601707,Nasty Women Writers,Theresa Carmen Dintino,≤100,1
1567583403562909,From Adam to Noah—The Numbers Game,Leonard Timmons,≤100,1
104320421005774,Elect Trevor Phillips,Elect Trevor Phillips,≤100,1
200676905671,We Are ALPA,Air Line Pilots Association,≤100,1
112109863540114,"Kiwanis Club of Maysville, Kentucky",Kiwanis International,≤100,1
108003447291022,Scott Sword for Oregon State Representative,Scott Bradley Sword,≤100,2
405338803556168,James Upchurch - Candidate for Guilford County Commissioner,Committee to Elect James Upchurch,≤100,3
1756223631312116,Allison for DA,Committee to Elect Dawn Allison,≤100,1
7890108747,Conservation Northwest,CONSERVATION NW,≤100,1
518930051586033,Brooke Worthy - Marchbanks Real Estate,"Brooke Worthy, Marchbanks Real Estate Realtor",≤100,1
2209795982622487,Rick Maharajh for Commissioner District 4 Boynton Beach,Benjamin Robert Capua,≤100,1
344964189570300,Anthony Farnum - Bristol Virginia City Councilman,Friends of Anthony Farnum,≤100,1
1659075467679509,Northwest Accountability Project,Northwest Accountability Project,≤100,1
1012844478903955,Permeating Light Project,Lady Donna Dutchess,≤100,1
564944890224398,Southworth PC - Attorneys For Federal Employees,Southworth PC,≤100,1
11388175860,Smithsonian Associates,Smithsonian Associates,≤100,1
598605593889227,Food & Water Watch Iowa,Emma Jo Stewart,≤100,1
89867410913,Golden Harvest Food Bank,"GOLDEN HARVEST FOOD BANK, INC.",≤100,1
468533133243616,"Nevada Insurance Enrollment - Auto, Homeowners, Health, Life",James Pugliano,≤100,1
144281776241443,Climate Scorecard,Climate Scorecard,≤100,1
68025637757,A+ Education Partnership,A+ Education Partnership,≤100,1
115133956540639,Adam Myron for Judge,Stephanie Cagnet Myron,≤100,1
102199374456794,Calvin Grogan for Hunt County Attorney 2020,George Calvin Grogan V,≤100,1
102894447852709,Let's Make Lynchburg a 2nd Amendment Sanctuary,Curtis John Diemer,≤100,1
331158610916331,Building a Better Yuma,Danny Lee Bryant,≤100,1
521246164651802,REAAC Kern County,REAAC Kern County,≤100,1
114344695275015,Project 21,NATIONAL CENTER FOR PUBLIC POLICY RESEARCH,≤100,1
101984397925823,Adriel Hampton for California Governor,Adriel Hampton,≤100,1
2083699131942244,Break Barriers Foundation,Faraj  Mourad,≤100,1
112450780222863,Brian DiGrazio for Lee County School Board District 3,Brian Nicholas Digrazio,≤100,1
363480303723575,Old Town Mission,OLD TOWN MISSION,≤100,1
1914490755442148,Change Creator,Adam Force,≤100,1
67178485959,Ploughshares Fund,PLOUGHSHARES FUND,≤100,1
103979337736591,Mrvan for Congress,MRVAN FOR CONGRESS,≤100,1
107007137401164,Patrick Henry for HD 25,Patrick Henry for HD 25,≤100,1
110311643740943,Votebyrondickens,Byron Dickens,≤100,1
801168856602067,Shadyside Church of Christ,Richard Joseph Zumpano,≤100,2
34345791496,Orphan Relief and Rescue,Orphan Relief and Rescue,≤100,1
309330722513021,Pairings Portland Wine Shop & Bar,Pairings Portland Wine Shop & Bar,≤100,1
822386221184282,Jeremy Karlin for Knox County State's Attorney,Friends of Jeremy Karlin,≤100,1
1826152711030876,Citizens to Re-elect Santomauro and Chiaia,Michele A Chiaia,≤100,1
2305856756331440,Madam for America,Madam for America,≤100,1
1771271093126948,Pennsylvanians for Fair Health Coverage,Pennsylvanians for Fair Health Coverage,≤100,1
524088387712395,"Maria Walls, CPA, Beaufort County Treasurer",Beaufort County Treasurer's Office,≤100,1
302854649740,"Ace It Test Prep, LLC",Joshua Peter Platt,≤100,1
117719681572756,Center for a Stateless Society (C4SS),Alexandria Mchugh,≤100,2
109374912424067,Drew McKissick,DrewMcKissick.com,≤100,1
197040706979540,Karen Goh,Karen Lian Goh,≤100,1
249557685489132,Spiritual and Practical Socialism,peaceframes,≤100,2
452224901842872,The People's Resistance,"The People's Resistance, LLC",≤100,1
802682066524372,Assessor John Wilson,These ads ran without a disclaimer,≤100,1
1598839873741377,Pennsylvania Spotlight,Pennsylvania Spotlight,≤100,2
104853054241571,Love Marine Life,Kathryn Savage Thompson,≤100,1
1511165492333863,HopePlace Fordyce,Melissa Grace Robbins,≤100,1
490318837816713,State Representative Monica Duran,Monica Duran Duran,≤100,1
1506878586283418,Gary Bradford - Yuba County Supervisor,Bradford for Supervisor 2020,≤100,1
107321130715958,"Ben Marcus for State Representative, District 16",Ben Marcus for State Representative,≤100,2
494652440603150,Battle Born Progress,BATTLE BORN PROGRESS,≤100,1
1691091571125390,Representative Shevrin Jones,"Shevrin Jones, Democrat for Florida Senate, District 35",≤100,1
335961955393,Rocky Mountain Self Defense & Fitness,John Gerald Hallett,≤100,1
101280078060176,Donate-DonaldTrump.com,Jonathan David Fair,≤100,1
128567533824931,Californians for Justice  (www.caljustice.org),CALIFORNIANS FOR JUSTICE,≤100,1
992427717580796,Bunnies Hot Tips,Sharolyn Denise Forbes,≤100,3
112896426861782,Jerry Wells for Sarasota City Commission,JOHN-RYAN DAVID KENNELLY,≤100,1
267057140044264,Mark Hass,Mark Hass,≤100,1
1411781535788775,Phyllis Randall,Friends of Phyllis Randall,≤100,1
601434479982634,Rep. Sean Matthews,Delaware House Democratic Caucus,≤100,1
734197643587370,Bitterroot Magazine,Bitterroot Media,≤100,2
111825423647073,Walton For 1104,Darion Isaac Walton,≤100,1
440026609670800,LEAP Forward,Charles Edward Jr Yeganian,≤100,1
1063951390472034,Team JJ USA,TEAM JJ USA,≤100,1
679098338939945,Regeneration-Pájaro Valley Climate Action,Nancy Christine Faulstich,≤100,1
337315643867180,"Kristina ""KG"" Gulley for Pulaski County Justice of the Peace, District 10",Committee for KG4JP10,≤100,1
752078891652796,Nick Metz for Lafayette County Board,Nick R Metz,≤100,1
122793209121121,Katie Howard for Senate,Campaign Fund of Katie Howard,≤100,1
216484021792007,First Republic Bank,These ads ran without a disclaimer,≤100,6
729927510371645,The Libra Group,"Libra Capital US, Inc",≤100,1
100913848058229,Dave Marino Libertarian for Texas Senate,David Waynes K Arino,≤100,1
110829335616663,David Dodge Chrysler Jeep,These ads ran without a disclaimer,≤100,3
84240321134,Henrico GOP,Henrico County Republican Committee,≤100,1
111991403621403,Men 4 Women’s Choice,Christopher Folmer,≤100,1
100365058058267,Skylar for Congress,SKYLAR FOR CONGRESS,≤100,1
616718658805910,Francesco Lulaj for Killingworth,Francesco for Killingworth,≤100,1
